Name,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,Average Cost,Average Faculty Salary,% Undergrads with Pell Grant,Completion Rate,% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Average Age of Entry,Median Family Income,Poverty Rate,Median Earnings 8 years After Entry
Indiana University-Purdue University-Indianapolis,Public,Great Lakes,Large City,0.6958,22,1013,21569,0.7233,0.105,0.0532,0.0355,0.0015,20846,7713,0.3659,0.4161,0.2933,8.6,16500,23.69000053,43017,6.199999809,37400
Indiana University-South Bend,Public,Great Lakes,Mid-size City,0.7003,21,962,5538,0.7687,0.0726,0.0746,0.0141,0.0022,17377,5575,0.3369,0.258,0.261,15.2,14000,24,42462,6.860000134,31300
Indiana University-Southeast,Public,Great Lakes,Large Suburb,0.7945,20,950,5699,0.8579,0.0602,0.0288,0.014,0.0018,16753,6539,0.3439,0.3014,0.3053,12.6,12500,23.54999924,41532,7.360000134,32800
Indiana Wesleyan University,Private,Great Lakes,Distant Town,0.9515,24,1083,10625,0.7624,0.1762,0.0299,0.0072,0.0037,33770,6853,0.3903,0.655,0.6919,6.1,21500,31.17000008,61954.5,6.269999981,45100
Inter American University of Puerto Rico-Aguadilla,Private,Outlying Areas,Large Suburb,0.8642,,,4203,0.001,,0.999,,,10896,4427,0.8454,0.3341,0.239,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-Arecibo,Private,Outlying Areas,Small City,0.47,,,4275,0.0002,,0.9993,0.0002,0.0002,12408,4242,0.8554,0.3081,0.2398,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-Barranquitas,Private,Outlying Areas,Large Suburb,0.4761,,,2005,0.0005,,0.9975,,0.002,11331,3980,0.9215,0.4149,0.1577,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-Bayamon,Private,Outlying Areas,Large Suburb,0.4439,,,4681,0.0026,0.0017,0.9949,,0.0009,10413,4455,0.8096,0.2372,0.1721,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-Fajardo,Private,Outlying Areas,Small Suburb,0.7632,,,2159,0.0009,,0.9991,,,10578,4296,0.8613,0.1958,0.2506,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-Guayama,Private,Outlying Areas,Small City,0.7286,,,2054,0.001,0.001,0.9971,,0.001,11944,4294,0.8448,0.3066,0.2962,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-Metro,Private,Outlying Areas,Large City,0.3711,,,6844,0.0047,0.0075,0.9851,0.0019,0.0003,13319,4998,0.6713,0.2327,0.3141,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-Ponce,Private,Outlying Areas,Mid-size Suburb,0.5307,,,5353,0.0002,0.0002,0.9979,,0.0017,10884,4363,0.8452,0.3068,0.272,19.5,7250,22.32999992,13417.5,47.34999847,17500
Inter American University of Puerto Rico-San German,Private,Outlying Areas,Small City,0.6976,,,4308,0.0021,0.0012,0.9954,0.0002,0.0009,10830,4685,0.8128,0.3586,0.1463,19.5,7250,22.32999992,13417.5,47.34999847,17500
Iona College,Private,Mid-Atlantic,Large Suburb,0.9212,22,1009,3166,0.5913,0.0786,0.1927,0.018,0.0025,44623,9082,0.2424,0.6258,0.0158,4.3,21000,19.98999977,79521,7.96999979,45400
Iowa State University,Public,Great Plains,Small City,0.8252,25,1145,27112,0.7724,0.0253,0.0429,0.0269,0.0021,18820,10027,0.2263,0.681,0.0574,5.1,19750,20.34000015,73557,5.449999809,43500
Ithaca College,Private,Mid-Atlantic,Small Suburb,0.666,,,6202,0.6911,0.0468,0.0734,0.0303,0.0019,53521,8425,0.1941,0.7575,0.0099,1.7,23251,19.42000008,92718,5.400000095,45600
Jackson State University,Public,Southeast,Mid-size City,0.6464,19,910,6880,0.0493,0.9206,0.0065,0.0035,0.0049,18724,6761,0.6476,0.3852,0.3656,14.9,23750,23.13999939,21113,19.13999939,26000
Jacksonville State University,Public,Southeast,Small City,0.8326,23,1036,7195,0.6655,0.2628,0.0133,0.0053,0.0058,19202,6857,0.4613,0.3083,0.22,11.3,16500,22.81999969,35158,11.44999981,31300
Jacksonville University,Private,Southeast,Large City,0.4737,22,1010,3360,0.489,0.1607,0.0708,0.0321,0.011,42459,6923,0.2938,0.3821,0.4289,7.7,15000,25.45999908,55957,7.670000076,42100
James Madison University,Public,Southeast,Small City,0.6356,25,1149,18127,0.788,0.0399,0.0472,0.0414,0.0015,21980,8016,0.1343,0.815,0.0259,2.5,18500,19.67000008,99908,4.659999847,48800
John Brown University,Private,Southeast,Distant Town,0.6982,25,1144,1770,0.8017,0.0209,0.0525,0.009,0.0119,33326,6425,0.3184,0.6537,0.2192,4.8,17900,25.43000031,53841.5,8.050000191,43100
John Carroll University,Private,Great Lakes,Large Suburb,0.8334,25,1112,3009,0.8375,0.0449,0.0376,0.0166,0.001,45714,8098,0.273,0.7528,0.0276,3.7,23489.5,19.78000069,88730,5.730000019,45100
Johns Hopkins University,Private,Mid-Atlantic,Large City,0.1813,32,1418,5932,0.4872,0.0556,0.1015,0.1861,0.0012,58980,10922,0.1307,0.9254,0.0775,1.7,17500,22.92000008,57761.5,6.179999828,64400
Johnson & Wales University-North Miami,Private,Southeast,Large Suburb,0.6496,,,1937,0.2039,0.2623,0.2385,0.0088,0.0021,38974,7491,0.5593,0.4627,0.0845,11,20667,20.85000038,55421,7.849999905,33000
Johnson & Wales University-Providence,Private,New England,Mid-size City,0.7602,,,9067,0.5503,0.0936,0.0978,0.0138,0.002,40136,8309,0.3349,0.5783,0.1037,11,20667,20.85000038,55421,7.849999905,33000
Johnson C Smith University,Private,Southeast,Large City,0.3668,17,826,1382,0.0058,0.7279,0.0601,0.0014,0.0014,30314,6158,0.6938,0.4431,0.1687,27.4,18750,19.59000015,34256.5,12.06999969,25100
Johnson State College,Public,New England,Distant Rural,0.9688,19,948,1433,0.8437,0.0174,0.0314,0.0105,0.0084,20404,6661,0.4962,0.3659,0.3459,13.4,18000,24.59000015,43579,6.050000191,28000
Judson University,Private,Great Lakes,Mid-size City,0.7069,23,1045,1020,0.5961,0.0598,0.1069,0.0167,,37635,6071,0.4371,0.5,0.2899,6,18245.5,26.39999962,67400.5,5,36300
Juniata College,Private,Mid-Atlantic,Distant Town,0.7409,,,1503,0.7399,0.0286,0.0379,0.0253,0.0007,47269,7816,0.2176,0.7507,0.0271,1.6,26976.5,19.71999931,81010.5,6.199999809,43000
Kalamazoo College,Private,Great Lakes,Small City,0.6689,28,1240,1427,0.6251,0.0427,0.0848,0.0589,0.0021,48547,7991,0.1856,0.7741,0.0041,1.3,24000,19.21999931,97614,5.409999847,41400
Kansas State University,Public,Great Plains,Small City,0.9591,,,19647,0.7808,0.0408,0.058,0.0123,0.0045,20140,8154,0.2526,0.5944,0.1045,7.9,17000,20.79999924,66719,6.269999981,39600
Kean University,Public,Mid-Atlantic,Large Suburb,0.8037,,905,11975,0.3893,0.1925,0.2416,0.0585,0.0015,19462,9226,0.4094,0.4623,0.2725,10.4,18750,22.95000076,44190,7.519999981,41100
Keene State College,Public,New England,Distant Town,0.8185,,975,4643,0.8199,0.0073,0.0274,0.0103,0.0015,24614,8750,0.2387,0.634,0.0586,4,20000,20.02000046,83694,3.900000095,36100
Kennesaw State University,Public,Southeast,Large Suburb,0.5654,23,1068,22211,0.629,0.1769,0.0722,0.033,0.0022,20630,6252,0.4179,0.4338,0.2518,8.6,15000,24.51000023,41150.5,5.059999943,37200
Kent State University at Kent,Public,Great Lakes,Large Suburb,0.8302,23,1048,22071,0.7555,0.0864,0.0283,0.0121,0.002,23995,8299,0.3443,0.5152,0.1397,14.7,16500,22.36000061,51560,6.920000076,33100
Kentucky State University,Public,Southeast,Distant Town,0.3774,18,860,2131,0.1985,0.618,0.0127,0.0061,0.0019,18387,6102,0.5945,0.1797,0.2013,28.6,14750,22.54000092,31104,12.35999966,26100
Kenyon College,Private,Great Lakes,Distant Town,0.3838,30,1328,1694,0.7568,0.0325,0.0549,0.0561,0.0059,57910,8924,0.1026,0.8908,0.0035,1.5,16491,19.48999977,110054,5.610000134,37400
Kettering University,Private,Great Lakes,Mid-size City,0.6159,27,1198,1640,0.7756,0.0335,0.0335,0.0323,0.0024,49303,7704,0.2523,0.6078,0.0416,5.3,22500,19.84000015,83977,5.920000076,69900
Keuka College,Private,Mid-Atlantic,Distant Town,0.8778,,,1830,0.7557,0.0781,0.0333,0.0082,0.0071,42008,6373,0.371,0.4818,0.4568,5.9,21825,24.88999939,56190,8.199999809,38500
Keystone College,Private,Mid-Atlantic,Large Suburb,0.7205,19,901,1550,0.7548,0.0529,0.0342,0.0084,0.0039,31012,6328,0.4479,0.4221,0.2205,9.6,16836,22.22999954,45833,7.849999905,28500
King University,Private,Southeast,Small City,0.6377,23,1039,2121,0.8095,0.0556,0.0217,0.0057,0.0028,36533,4703,0.459,0.5165,0.5002,5.5,17910,25.64999962,52011,9.960000038,39900
King's College,Private,Mid-Atlantic,Small City,0.7151,,,1987,0.7952,0.0267,0.0689,0.0201,0.0015,41453,7393,0.2917,0.6577,0.056,7,22250,20.31999969,78687.5,6.53000021,42900
Knox College,Private,Great Lakes,Remote Town,0.7496,,,1402,0.582,0.0663,0.1027,0.0549,0.0036,46291,5295,0.2762,0.7948,0.0105,4.7,25000,19.70000076,84560.5,5.739999771,35400
Kutztown University of Pennsylvania,Public,Mid-Atlantic,Fringe Town,0.8179,20,959,8538,0.8138,0.0703,0.0609,0.0124,0.0015,23130,8599,0.316,0.5482,0.0602,6.7,18750,20.36000061,74351,5.909999847,36600
La Roche College,Private,Mid-Atlantic,Large Suburb,0.5565,21,931,1344,0.6533,0.0662,0.0134,0.0082,,35493,5789,0.3833,0.4558,0.2245,6.5,18750,22.07999992,62381,6.550000191,37000
La Salle University,Private,Mid-Atlantic,Large City,0.8021,22,996,4228,0.5492,0.1895,0.1005,0.0459,0.0031,47134,9266,0.3598,0.6443,0.1939,3.8,20616.5,22.48999977,71045.5,9.220000267,49400
La Sierra University,Private,Far West,Large City,0.4677,20,926,2060,0.1607,0.0714,0.4204,0.1553,0.0024,39842,7230,0.4819,0.4918,0.1102,6.3,14500,20.93000031,51186,11.42000008,37300
Lafayette College,Private,Mid-Atlantic,Large Suburb,0.3414,29,1283,2452,0.6782,0.051,0.06,0.0298,0.0012,57688,10996,0.1065,0.8832,0.006,1.6,21648,19.31999969,107123,5.199999809,62400
Lake Forest College,Private,Great Lakes,Large Suburb,0.5727,26,1157,1577,0.5764,0.0615,0.1452,0.0488,0.0032,49743,8231,0.3286,0.6376,0.0176,4.6,24000,19.68000031,81078,4.980000019,41600
Lake Superior State University,Public,Great Lakes,Remote Town,0.9183,23,1050,2299,0.793,0.0122,0.0213,0.0052,0.0839,19571,6061,0.4152,0.42,0.0655,12.4,16563,22.44000053,48687,7.550000191,32600
Lakeland College,Private,Great Lakes,Fringe Rural,0.6621,22,1007,2449,0.8085,0.0604,0.0404,0.0233,0.0114,32706,6425,0.3478,0.5083,0.499,6.2,19023.5,26.37999916,45209,5.889999866,37900
Lamar University,Public,Southwest,Mid-size City,0.7682,21,974,9175,0.4936,0.3019,0.1136,0.0384,0.0045,21142,7689,0.4556,0.346,0.2882,13.5,12500,22.43000031,31781.5,12.42000008,35800
Lancaster Bible College,Private,Mid-Atlantic,Large Suburb,0.5813,19,982,1212,0.5635,0.2789,0.0322,0.0248,0.0017,27372,5605,0.4096,0.6952,0.4151,4.3,12000,22.45000076,60888,5.349999905,28400
Lander University,Public,Southeast,Distant Town,0.4216,20,945,2750,0.5629,0.3342,0.0142,0.0036,0.0025,21628,5675,0.4914,0.515,0.0677,10,15250,20.96999931,45814,9.899999619,31300
Lane College,Private,Southeast,Small City,0.4916,15,716,1554,0.0013,0.9987,,,,17406,4704,0.9246,0.3082,0.0991,12.9,16018,20.27000046,25617,16.13999939,20300
Lasell College,Private,New England,Small City,0.7614,21,974,1667,0.7091,0.0714,0.0858,0.0234,0.0036,43854,7409,0.319,0.5294,0.0261,6.8,23000,19.47999954,77869,5.420000076,34600
Lawrence Technological University,Private,Great Lakes,Small City,0.4365,25,1145,3033,0.457,0.0557,0.0201,0.2298,0.0033,39890,7585,0.1847,0.4939,0.15,8.5,21500,22.10000038,63620,6.420000076,50000
Lawrence University,Private,Great Lakes,Small City,0.7269,,,1517,0.7337,0.0257,0.0527,0.0382,0.0059,50570,7545,0.224,0.8174,0.0155,0.9,27000,19.59000015,91379,4.650000095,35800
Le Moyne College,Private,Mid-Atlantic,Mid-size City,0.619,24,1080,2619,0.7812,0.0554,0.0569,0.0263,0.0061,42068,8776,0.3234,0.7383,0.1013,5.1,21216.5,21.52000046,62276,8.130000114,45000
Le Moyne-Owen College,Private,Southeast,Large City,0.2335,16,760,1009,0.003,0.9921,0.003,0.002,,16427,4750,0.7616,0.1685,0.3558,19,12250,23.61000061,17437.5,20.5,23300
Lebanon Valley College,Private,Mid-Atlantic,Small Suburb,0.6686,25,1112,1698,0.8516,0.0206,0.0483,0.0159,0.0035,46169,7793,0.2282,0.7311,0.0328,1.4,24500,19.96999931,88001.5,4.75,41000
Lee University,Private,Southeast,Small City,0.9165,24,1094,4143,0.7847,0.0589,0.0403,0.0109,0.0046,23554,5605,0.3926,0.5313,0.2105,11.3,17686.5,21.45000076,54410,8.020000458,30000
Lehigh University,Private,Mid-Atlantic,Small City,0.3084,30,1322,4904,0.6876,0.0336,0.0805,0.0695,0.0006,55441,12344,0.1472,0.8584,0.0057,0.9,22500,19.32999992,102543,4.039999962,68600
Lenoir-Rhyne University,Private,Southeast,Small City,0.6806,21,976,1409,0.687,0.1391,0.049,0.0177,0.0057,39425,6600,0.4514,0.4877,0.1201,11.5,17714,21.29000092,62412.5,6.739999771,33600
Lesley University,Private,New England,Mid-size City,0.6749,24,1065,1785,0.7031,0.0482,0.0728,0.0364,0.0034,47788,7838,0.2621,0.4602,0.1833,4.4,19500,24.89999962,55849,6.550000191,33200
LeTourneau University,Private,Southwest,Small City,0.4066,26,1175,2173,0.6383,0.0934,0.0911,0.011,0.0046,37031,7287,0.4086,0.528,0.4087,6.9,23250,29.61000061,44614.5,8.93999958,44500
Lewis & Clark College,Private,Far West,Large City,0.6285,29,1279,1985,0.6479,0.0217,0.0841,0.0605,0.0141,53455,9221,0.2135,0.7451,0.0108,1.9,19115,20.96999931,67573,6.480000019,37600
Lewis University,Private,Great Lakes,Large Suburb,0.5587,24,1088,4489,0.6471,0.076,0.1729,0.0341,0.0011,34079,9021,0.3145,0.6246,0.2309,5.2,20000,22.75,71614,5.039999962,43500
Lewis-Clark State College,Public,Rocky Mountains,Small City,0.9977,20,936,3161,0.8358,0.0082,0.049,0.0095,0.0199,16184,5512,0.4172,0.2698,0.3299,11.3,12500,25.65999985,30202,9.140000343,29700
Liberty University,Private,Southeast,Small City,0.2165,23,1030,47079,0.4844,0.1559,0.0181,0.0068,0.005,31344,4102,0.5021,0.5017,0.6265,7.9,12612,25.45000076,51134,7.599999905,31400
Limestone College,Private,Southeast,Fringe Town,0.5322,22,1010,3150,0.4019,0.5114,0.0241,0.0048,0.0044,34658,4780,0.5202,0.3644,0.585,13.1,20000,30.13999939,31465.5,10.92000008,33800
Lincoln Memorial University,Private,Southeast,Remote Town,0.6995,23,1054,1632,0.8388,0.0423,0.0214,0.0086,0.0012,31241,2660,0.5057,0.5304,0.3228,5.3,15000,26.88999939,31386,14.39999962,35400
Lincoln University of Pennsylvania,Public,Mid-Atlantic,Large Suburb,0.6133,18,853,1614,0.0105,0.8371,0.0223,0.0012,0.0006,22497,8170,0.6429,0.3984,0.1004,23.3,24376,21.92000008,35974,16.45000076,30900
Lindenwood University,Private,Great Plains,Small City,0.6629,23,1045,7928,0.5883,0.1449,0.0352,0.0063,0.0039,30193,6787,0.352,0.4484,0.2752,4,20500,23.93000031,62127,6.159999847,35400
Linfield College-McMinnville Campus,Private,Far West,Distant Town,0.9219,24,1090,1641,0.6435,0.0189,0.0945,0.0597,0.0104,45708,7064,0.255,0.6786,0.0186,3.3,22697,23.78000069,65697,6.889999866,47900
Lipscomb University,Private,Southeast,Large City,0.527,25,1149,2874,0.7672,0.0769,0.0505,0.0268,0.0014,37181,7138,0.2854,0.64,0.146,3.5,14500,20.62000084,79148,6.579999924,35500
LIU Brooklyn,Private,Mid-Atlantic,Large City,0.869,20,921,4905,0.2014,0.3278,0.1586,0.1574,0.0039,42712,9917,0.6039,0.3017,0.2791,9.5,18325.5,24.68000031,15328,18.37999916,42100
LIU Post,Private,Mid-Atlantic,Large Suburb,0.8067,21,974,4067,0.4773,0.0993,0.1301,0.0425,0.0015,44701,10748,0.1752,0.3902,0.0753,9.5,18325.5,21.97999954,39528,11.92000008,42100
Livingstone College,Private,Southeast,Mid-size Suburb,0.7122,15,723,1172,0.0043,0.9087,0.0094,0.0009,0.0051,25050,5557,0.8344,0.2036,0.0757,25.5,16750,20.98999977,28538.5,11.68000031,20900
Lock Haven University,Public,Mid-Atlantic,Distant Town,0.8777,20,937,4783,0.8668,0.0782,0.0234,0.0075,0.0021,19145,9142,0.3919,0.4733,0.0875,8,18162,20.70999908,61119,7.300000191,36700
Longwood University,Public,Southeast,Remote Town,0.8136,21,1002,4357,0.7822,0.0778,0.0468,0.011,0.0028,23707,7013,0.2344,0.6341,0.0418,3.6,19000,19.82999992,82459,6.400000095,37500
Loras College,Private,Great Plains,Small City,0.6903,24,1088,1521,0.8291,0.0224,0.0598,0.0079,0.002,37622,6173,0.2441,0.609,0.0206,5.4,24225,20.15999985,79300,4.670000076,38200
Louisiana College,Private,Southeast,Small Suburb,0.7423,21,968,1081,0.691,0.2276,0.0194,0.0093,0.0046,22940,5513,0.454,0.4251,0.1487,10.9,11750,20.96999931,49554.5,14.39999962,37800
Louisiana State University and Agricultural & Mechanical College,Public,Southeast,Fringe Rural,0.7623,26,1162,23990,0.756,0.1112,0.0506,0.0343,0.0032,20422,9190,0.1978,0.6914,0.0534,4.3,13000,20.54999924,52648,11.57999992,42800
Louisiana State University-Alexandria,Public,Southeast,Fringe Rural,0.6074,20,950,1984,0.7525,0.1522,0.0383,0.0126,0.0141,14276,5298,0.4093,0.138,0.3451,12.2,9000,24.70999908,25217,17.88999939,29000
Louisiana State University-Shreveport,Public,Southeast,Mid-size City,0.8349,22,1030,2796,0.6084,0.2157,0.0401,0.0172,0.0093,15066,6279,0.2997,0.3255,0.2496,10.5,12500,23.45000076,28984,14.35999966,32700
Louisiana Tech University,Public,Southeast,Distant Town,0.6744,24,1089,7047,0.6823,0.1506,0.0139,0.0099,0.0048,16983,7055,0.2218,0.4934,0.1507,7.5,13632.5,21.48999977,43568,14.57999992,37500
Lourdes University,Private,Great Lakes,Large Suburb,0.6932,,,1747,0.6926,0.1654,0.0641,0.0097,0.0046,27429,5914,0.5722,0.3592,0.4097,15.9,20000,27.85000038,30582.5,8.609999657,33200
Loyola Marymount University,Private,Far West,Large City,0.5412,27,1202,6087,0.4894,0.0563,0.221,0.1045,0.0025,55432,10098,0.1923,0.7583,0.0232,3.9,20201.5,20.12000084,76696,8.600000381,49600
Loyola University Chicago,Private,Great Lakes,Large City,0.914,27,1195,9931,0.6138,0.0354,0.1266,0.1131,0.001,47727,9432,0.299,0.7101,0.0804,4.6,22934,20.51000023,67583.5,6.300000191,45500
Loyola University Maryland,Private,Mid-Atlantic,Large City,0.58,27,1194,3972,0.7941,0.0506,0.0921,0.0302,0.002,56736,8346,0.1414,0.8437,0.0072,2.9,26000,19.36000061,112164,4.119999886,56400
Loyola University New Orleans,Private,Southeast,Large City,0.8707,25,1143,2910,0.5127,0.1598,0.1581,0.0354,0.0058,46676,8612,0.2972,0.5486,0.0679,5.3,18500,20.77000046,72625,9.220000267,40500
Lubbock Christian University,Private,Southwest,Mid-size City,0.9489,22,1010,1466,0.7156,0.0512,0.2012,0.0027,0.0075,28493,5878,0.3927,0.4125,0.2123,10.2,18500,24.29999924,49495,11.13000011,35800
Luther College,Private,Great Plains,Remote Town,0.7212,26,1175,2388,0.8597,0.0155,0.0314,0.0163,0.0008,46548,7539,0.1929,0.7602,0.0109,3.2,26902,19.62999916,90605,4.75,39900
Lycoming College,Private,Mid-Atlantic,Small City,0.7162,24,1047,1288,0.7733,0.0536,0.0349,0.0062,0.0016,44256,7080,0.3264,0.6391,0.0161,6.6,27000,19.70999908,75474,5.840000153,40600
Lynchburg College,Private,Southeast,Small City,0.6369,22,1002,2140,0.7729,0.1093,0.0421,0.0126,0.0033,41818,7038,0.2994,0.5619,0.0767,4.8,21500,20.37999916,77604,5.929999828,37000
Lyndon State College,Public,New England,Remote Town,0.9934,20,930,1363,0.8305,0.0308,0.044,0.0051,0.0073,19178,6254,0.4411,0.3506,0.0961,12.5,14200,20.87999916,56155,6.900000095,29700
Lynn University,Private,Southeast,Small City,0.776,20,940,1732,0.3915,0.101,0.1253,0.0162,0.0087,48735,5194,0.2004,0.4128,0.1064,6.8,13000,22.45000076,56163,6.309999943,34400
Macalester College,Private,Great Plains,Large City,0.3416,31,1350,2029,0.6654,0.0266,0.0616,0.0705,0.001,55393,9450,0.172,0.8742,0.001,1.6,21996.5,19.37999916,85439.5,6.03000021,38900
Madonna University,Private,Great Lakes,Small City,0.6125,22,1034,3080,0.6205,0.1302,0.036,0.0107,0.0026,22629,7554,0.3568,0.4294,0.3851,7.3,21733,27.43000031,41119.5,6.639999866,36300
Malone University,Private,Great Lakes,Small City,0.7179,23,1046,1571,0.8466,0.0751,0.0267,0.0083,0.0019,35213,6277,0.3991,0.5866,0.2095,6.4,19549,24.70999908,63498,6.539999962,36600
Manchester University,Private,Great Lakes,Distant Town,0.7116,22,1017,1188,0.846,0.0354,0.048,0.0118,0.0025,38505,6924,0.358,0.4873,0.0133,6.5,19500,19.90999985,74409.5,5.639999866,35900
Manhattan College,Private,Mid-Atlantic,Large City,0.6617,25,1090,3403,0.6027,0.037,0.184,0.037,0.0018,44895,9042,0.2895,0.7373,0.0702,4,21500,19.71999931,94555,7.21999979,56000
Manhattanville College,Private,Mid-Atlantic,Large Suburb,0.7674,,1075,1671,0.2352,0.0754,0.1209,0.0102,0.0012,49907,7862,0.348,0.5832,0.0378,4.9,18750,19.85000038,68915,7.570000172,41700
Mansfield University of Pennsylvania,Public,Mid-Atlantic,Distant Town,0.9229,21,964,2640,0.8114,0.086,0.0273,0.0114,0.003,21432,9064,0.4394,0.4962,0.1211,10.5,19000,21.38999939,53497,8.68999958,34600
Marian University (Small Great Lakes),Private,Great Lakes,Small City,0.7561,20,950,1676,0.8413,0.0609,0.0436,0.0113,0.0095,33656,6545,0.4213,0.4887,0.3193,5.3,21500,24.51000023,61347,4.53000021,37500
Marian University (Large Great Lakes),Private,Great Lakes,Large City,0.5795,22,1024,2054,0.7537,0.1363,0.0351,0.0122,0.0015,39369,5762,0.3106,0.524,0.3314,6.3,23412.5,26.12000084,48632,6.269999981,39800
Marietta College,Private,Great Lakes,Fringe Town,0.6387,24,1105,1390,0.7065,0.0568,0.0273,0.0115,0.0029,42205,6565,0.3019,0.5529,0.0579,7,22353,19.90999985,71762,7.480000019,34000
Marist College,Private,Mid-Atlantic,Large Suburb,0.3745,,,5295,0.7331,0.0395,0.0865,0.0253,0.0009,45962,8532,0.1612,0.8037,0.0794,2,22034,20.76000023,104976.5,5.230000019,46800
Marquette University,Private,Great Lakes,Large City,0.5745,27,1217,8190,0.7418,0.0454,0.0933,0.0463,0.0018,46649,9665,0.1689,0.7824,0.0268,2.5,24760,20.17000008,93069,5.170000076,52300
